Sample in Buffer,Sample in Window,TRIGGER,kv_guard_bd_i/kv_lifecycle_guard_0_dbg_probe[195:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX
505,505,0,1000000000000000000000000000001002809140000010000
506,506,0,1000000000000000000000000000001002809140000010000
507,507,0,1000000000000000000000000000001002809140000010000
508,508,0,1000000000000000000000000000001002809140000010000
509,509,0,1000000000000000000000000000001002809140000010000
510,510,0,1000000000000000000000000000001002809140000010000
511,511,0,1000000000000000000000000000001002809140000010000
512,512,0,1000000000000000000000000000001002809140000010000
513,513,0,1000000000000000000000000000001002809140000010000
514,514,0,1000000000000000000000000000001002809140000010000
515,515,0,1000000000000000000000000000001002809140000010000
516,516,0,1000000000000000000000000000001002809140000010000
517,517,0,1000000000000000000000000000001002809140000010000
518,518,0,1000000000000000000000000000001002809140000010000
519,519,0,1000000000000000000000000000001002809140000010000
520,520,0,1000000000000000000000000000001002809140000010000
521,521,0,1000000000000000000000000000001002809140000010000
522,522,0,1000000000000000000000000000001002809140000010000
523,523,0,1000000000000000000000000000001002809140000010000
524,524,0,1000000000000000000000000000001002809140000010000
525,525,0,1000000000000000000000000000001002809140000010000
526,526,0,1000000000000000000000000000001002809140000010000
527,527,0,1000000000000000000000000000001002809140000010000
528,528,0,1000000000000000000000000000001002809140000010000
529,529,0,1000000000000000000000000000001002809140000010000
530,530,0,1000000000000000000000000000001002809140000010000
531,531,0,1000000000000000000000000000001002809140000010000
532,532,0,1000000000000000000000000000001002809140000010000
533,533,0,1000000000000000000000000000001002809140000010000
534,534,0,1000000000000000000000000000001002809140000010000
535,535,0,1000000000000000000000000000001002809140000010000
536,536,0,1000000000000000000000000000001002809140000010000
537,537,0,1000000000000000000000000000001002809140000010000
538,538,0,1000000000000000000000000000001002809140000010000
539,539,0,1000000000000000000000000000001002809140000010000
540,540,0,1000000000000000000000000000001002809140000010000
541,541,0,1000000000000000000000000000001002809140000010000
542,542,0,1000000000000000000000000000001002809140000010000
543,543,0,1000000000000000000000000000001002809140000010000
544,544,0,1000000000000000000000000000001002809140000010000
545,545,0,1000000000000000000000000000001002809140000010000
546,546,0,1000000000000000000000000000001002809140000010000
547,547,0,1000000000000000000000000000001002809140000010000
548,548,0,1000000000000000000000000000001002809140000010000
549,549,0,1000000000000000000000000000001002809140000010000
550,550,0,1000000000000000000000000000001002809140000010000
551,551,0,1000000000000000000000000000001002809140000010000
552,552,0,1000000000000000000000000000001002809140000010000
553,553,0,1000000000000000000000000000001002809140000010000
554,554,0,1000000000000000000000000000001002809140000010000
555,555,0,1000000000000000000000000000001002809140000010000
556,556,0,1000000000000000000000000000001002809140000010000
557,557,0,1000000000000000000000000000001002809140000010000
558,558,0,1000000000000000000000000000001002809140000010000
559,559,0,1000000000000000000000000000001002809140000010000
